84.8866 76.0924 47.1884 46.7006 26.1619 26.1619 11.779 10.6441 9.16684 5.93326 4.7547 2.71707 1.03078 0.994959
96.8596 76.267 46.6957 46.6957 41.699 29.0003 13.9222 9.49935 6.89805 6.75909 4.11241 2.03431 0.994959 0.994959
85.825 46.5163 46.5163 46.5163 43.3655 30.0664 17.5286 11.3016 10.2843 8.70828 4.15849 2.51107 2.03128 1.98992
78.4993 60.0538 51.1683 51.1683 37.9295 27.0096 27.0096 10.547 10.4911 6.51091 4.44721 2.52436 2.30537 1.98992
84.6377 57.2975 57.2975 46.8407 39.3462 21.1368 18.1272 10.6172 8.04239 5.35671 4.68241 3.93773 3.07633 2.98488
86.3487 77.465 67.7509 48.6663 32.2085 29.1747 18.8624 9.77482 8.24384 6.31228 5.28422 3.7629 1.22762 0.994959
84.8666 49.0487 49.0487 49.0487 39.6343 38.5139 16.8216 14.826 7.08281 5.98483 4.15715 3.49744 2.13472 1.98992
87.76 60.5633 57.8919 51.4429 35.571 30.3878 30.3009 12.454 11.633 8.90916 4.39412 2.3925 1.06189 0.994959
91.9291 60.5545 51.6074 47.1235 35.8358 34.0805 24.0061 14.4097 8.71243 4.81249 2.83135 1.36505 0.665616 0
95.7427 58.3424 41.1095 32.4357 32.4357 32.4357 15.9176 11.9632 10.1528 9.60971 4.6503 2.16312 2.034 0.994959
92.3931 67.4762 65.5444 48.778 46.3 28.6563 19.7536 12.4831 11.5926 9.06536 4.20257 2.49418 1.99089 1.98992
95.3493 69.8272 52.3298 39.8435 37.858 36.6266 16.0677 11.4856 11.4856 8.40935 4.99375 4.01557 3.03437 2.98488
84.002 58.1282 58.1282 39.5533 35.635 31.2546 12.5794 9.50845 9.08061 5.18515 3.71621 3.1356 3.01322 2.98488
88.5654 67.6639 57.5489 47.7168 38.4915 33.393 19.0577 12.0223 9.05686 7.88355 4.25121 2.73241 1.99468 1.98992
80.7842 73.4696 61.3562 52.7972 44.0897 31.9278 23.9242 19.6194 15.4894 11.4794 5.20551 1.73784 1.01577 0.994959
89.2178 70.9011 55.4264 41.5267 41.5267 20.6932 19.8336 13.856 7.2264 4.66823 3.02875 2.17427 1.99791 0.994959
95.7596 77.6626 59.8811 57.3021 42.7646 20.6732 20.6732 15.9841 12.1109 6.1076 4.81951 3.23967 2.09139 1.98992
79.8377 70.6646 38.6561 38.6561 38.6561 38.0829 18.923 15.8776 13.0316 8.52801 5.42353 4.24103 3.00521 2.98488
95.1805 71.3815 48.451 46.9922 46.9922 29.9773 21.7898 9.51787 8.41732 6.58072 5.58662 3.65283 2.34283 0.994959
91.894 42.8666 42.8666 34.2142 34.2142 34.2142 15.2572 15.0829 7.54973 6.28995 4.8302 3.12791 2.13904 1.98992
87.386 65.6434 60.5491 42.1473 38.0487 30.1707 19.8612 13.1173 8.51716 7.2696 6.07089 4.30827 3.97984 3.97984
72.1388 50.9921 50.9921 49.6324 40.2216 38.2883 20.8616 15.7702 6.32021 5.49068 4.08375 2.47232 2.00378 1.98992
77.6156 63.966 47.0233 47.0233 37.26 28.3025 28.3025 18.0483 8.36174 6.40119 3.00533 2.33424 2.0332 1.98992
96.3223 61.6144 59.3595 42.2444 39.0401 25.9422 20.8672 17.0078 11.5777 6.72969 2.6606 1.26247 1.01116 0.994959
92.2164 57.6528 57.6528 56.1207 37.1875 34.1956 24.6065 14.5432 10.8562 8.79227 6.32495 4.4124 4.00802 2.98488
106.556 59.7938 55.5141 27.4319 27.4319 24.9353 22.8106 19.8716 13.1222 8.79856 3.89453 2.39889 2.04515 1.98992
88.0643 49.4198 45.1092 45.1092 24.3679 24.3679 15.5132 12.7243 8.7518 4.77208 3.94132 2.62439 2.17834 1.98992
91.7837 67.4338 47.8992 47.8992 40.906 30.0551 17.6029 11.3478 9.36711 6.70758 2.70117 2.47008 1.01713 0.994959
71.0929 71.0929 69.0675 46.4233 37.3567 25.0577 22.1982 12.2098 8.12313 3.47807 3.47807 3.2714 2.27809 1.98992
88.0295 60.4409 60.4409 52.0665 39.919 31.8408 13.3079 10.6368 9.60405 5.54279 3.46185 2.56329 2.10583 1.98992
85.5927 53.7226 47.6094 44.7449 42.7133 31.2596 20.0489 11.7357 6.07325 4.46793 3.3876 2.23797 2.02255 1.98992
72.8596 68.8073 52.3144 45.057 39.1528 27.0083 23.8929 12.8457 11.4256 8.75908 4.14114 2.54745 2.11702 1.98992
88.977 45.0008 45.0008 37.1261 33.8181 29.626 28.486 11.7825 8.64976 5.39165 2.87646 1.42239 0.995056 0.994959
83.8064 66.3282 51.1509 47.6484 35.9251 35.6325 26.4701 14.7052 13.2552 7.40207 4.86191 3.18741 2.07539 1.98992
73.6068 52.2686 50.1592 45.0859 39.7723 21.1868 21.1868 12.2659 9.03359 7.4603 4.3434 3.55917 2.04094 1.98992
94.6606 48.1525 48.1525 46.1711 38.7983 38.7983 17.1679 17.1679 9.06293 7.58724 6.0882 2.2457 1.98993 1.98992
89.5131 63.2118 63.0285 39.4075 39.4075 31.0979 21.721 7.6363 6.55351 4.55181 4.36467 3.10009 2.99938 2.21335
88.0983 58.3934 45.7635 45.7635 38.165 36.4023 26.5342 12.2326 9.6202 4.0945 3.5791 2.55842 2.03075 0.994959
72.9715 53.6504 53.6504 39.1937 39.1937 30.5777 18.8577 9.20714 8.53719 4.94635 4.04644 3.06177 2.08135 1.98992
86.4279 76.4446 56.5384 39.4083 39.4083 29.0242 18.815 9.71256 8.16367 4.90811 3.83887 2.20603 2.0148 1.98992
64.7659 63.9927 50.4875 50.4875 35.4956 33.0095 18.7868 7.106 7.01824 6.8354 4.29911 3.06184 2.02747 1.98992
73.7419 62.5538 62.5538 55.9593 49.075 38.0091 24.3859 16.6166 8.1565 6.49661 3.63734 2.46792 2.00793 1.98992
101.36 73.2697 56.7145 56.7145 34.2578 25.4552 25.4552 12.7644 12.6485 6.71752 6.44521 3.41929 3.13746 2.98488
88.1527 46.5835 46.5835 46.5835 37.4758 27.2763 22.313 17.2187 10.4995 7.93256 6.02773 2.71245 2.10155 1.98992
84.413 57.2655 57.2655 45.4537 34.99 30.3259 14.0957 10.2809 9.98101 9.01674 6.00976 3.11888 2.04655 1.98992
73.4377 68.0334 56.0057 46.9411 41.2904 31.5559 15.6188 8.07958 4.92973 3.37031 3.01914 2.08677 1.02227 0.994959
89.0246 65.5472 57.2335 49.9182 49.9182 38.5397 20.6507 15.1776 10.6465 8.46337 6.19869 2.68999 1.99554 1.98992
80.9046 58.116 56.7939 46.9203 45.8255 30.832 14.3854 9.8624 9.22786 7.89109 3.23331 1.60557 0.994959 0.994959
99.5884 65.1182 63.2981 50.0687 39.0268 32.2205 23.5836 9.01758 8.19479 3.73795 3.73795 3.18256 1.99002 1.98992
75.5824 45.0258 45.0258 41.7132 28.9753 28.9753 11.9947 11.9947 10.6119 8.47441 5.31241 3.34731 3.07345 2.98488
78.3118 67.2998 46.0138 44.3823 40.5289 33.1973 23.8995 13.9708 10.4098 9.96559 3.83772 2.96049 1.15956 0.994959

